@relation data_training-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute age {0,1,2,3,4,5,6,7,8,9,10}
@attribute aadt numeric
@attribute trucks numeric
@attribute elevation numeric
@attribute precip numeric
@attribute min_temp numeric
@attribute max_temp numeric
@attribute wet_days numeric
@attribute freeze_thaw numeric
@attribute rut_depth numeric
@attribute number_of_lanes {1,2,3}
@attribute sys_id {1,2,3}
@attribute f_class {1,2,3,4,5,6,7}
@attribute category {1,2,3,4,5}
@attribute psi numeric

@data
4,250,21,1250,2.76,54,85,14,17,0.04,1,3,5,4,3.76
4,14000,3290,4750,6.65,36,67,41,154,0.195,2,1,1,1,4.02
0,11750,940,4750,6.65,36,67,41,154,0.03,2,2,3,2,3.91
0,38000,4035,4750,6.65,36,67,41,154,0.05,2,1,1,1,4.04
6,3250,1459,1750,3.07,52,83,18,43,0.057,2,2,3,2,3.75
2,170,55,6250,14.05,31,59,67,165,0,1,3,4,5,4.26
4,3250,1459,2750,5.17,50,80,22,69,0.126,2,2,3,2,3.49
4,950,68,4750,6.65,36,67,41,154,0.045,1,3,4,4,4.03
2,330,66,5750,10.6,30,62,63,189,0.01,1,2,3,3,4.46
0,15500,596,1750,3.97,52,83,18,43,0.06,3,3,4,2,3.95
1,365,73,5750,10.6,30,62,63,189,0.04,1,2,3,3,4.33
3,950,235,5250,6.88,37,68,37,143,0.026,1,2,3,2,4.1
7,5000,1279,4750,6.25,32,65,50,230,0,2,1,1,1,3.27
4,11700,2100,4250,6,36,67,41,154,0.09,2,1,1,1,4.22
4,3600,1279,6250,14.05,31,59,67,165,0.029,2,1,1,1,3.63
4,160,29,5250,6.88,37,68,37,143,0.028,1,3,4,5,3.51
3,3300,1160,2750,5.17,50,80,22,69,0.028,1,2,3,2,3.84
6,3600,1790,4250,6,36,67,41,154,0.07,2,1,1,1,3.65
0,1250,300,4250,5.8,41,73,31,100,0,1,2,3,2,4.21
9,200,17,4250,6,36,67,41,154,0.017,1,3,5,5,3.29
1,10928,3935,4250,6.65,36,67,41,154,0.02,2,1,1,1,4.31
6,1050,360,5750,10.6,30,62,63,189,0.049,1,2,3,2,4
1,3525,1198,4250,6,36,67,41,154,0.04,2,1,1,1,4.38
2,650,75,7250,23.15,33,54,77,128,0.02,1,2,3,3,4.01
4,1300,430,4250,5.8,41,73,31,100,0,1,2,3,2,4.35
0,2500,1470,6750,18.25,32,57,73,145,0.101,3,1,1,1,4.12
3,3600,1700,4250,6,36,67,41,154,0.05,2,1,1,1,4.36
0,1075,464,5750,10.6,30,62,63,189,0,1,2,3,3,4.33
0,335,50,6250,14.05,31,59,67,165,0,1,3,4,4,4.17
4,9500,2087,2250,3.07,52,83,18,43,0.057,2,1,1,1,3.88
6,250,45,5750,7.71,34,66,40,156,0.03,1,3,4,4,3.5
0,23000,3084,2750,5.17,50,80,22,69,0.01,3,1,1,1,4.14
1,19000,4754,2750,5.17,50,80,22,69,0.045,2,1,1,1,3.99
3,10000,2087,2250,3.07,52,83,18,43,0.037,2,1,1,1,3.67
0,525,155,5750,10.6,30,62,63,189,0,1,2,3,3,4.4
5,205,75,5250,7.95,31,63,56,216,0,1,3,5,4,4.02
3,8500,2087,1750,3.07,52,83,18,43,0.025,2,1,1,1,3.86
1,3568,1177,4250,6,36,67,41,154,0.05,2,1,1,1,4.33
0,3775,1825,4250,6,36,67,41,154,0.01,2,1,1,1,4.26
1,4403,889,2750,5.17,50,80,22,69,0.07,1,2,3,2,4.22
0,2700,1470,5750,10.6,30,62,63,189,0.059,2,1,1,1,4.44
4,4150,425,4750,6.65,36,67,41,154,0.11,1,2,3,2,4.27
5,150,12,4250,6,36,67,41,154,0,1,3,5,5,2.96
2,550,111,3750,5.55,38,69,38,119,0,1,2,3,3,4.02
6,3850,1470,4750,6.25,32,65,50,230,0,2,1,1,1,4.23
4,3450,1339,4750,6.65,36,67,41,154,0.047,2,1,1,1,3.69
0,1100,500,5750,10.6,30,62,63,189,0.03,1,2,3,2,4.47
6,120,11,5750,7.71,34,66,40,156,0,1,3,5,4,3.44
0,1400,65,4750,6.65,36,67,41,154,0.02,1,3,4,4,4.31
0,13050,2550,2250,3.07,52,83,18,43,0.06,2,1,1,1,4.12
3,650,80,6750,18.25,32,57,73,145,0.01,1,2,3,3,4.37
7,130,15,4250,6,36,67,41,154,0.01,1,3,5,5,3.5
1,500,180,3750,5.36,44,76,29,77,0.035,1,2,3,3,4.53
4,1300,430,3750,5.55,38,69,38,119,0,1,2,3,2,4.28
0,150,18,5250,7.95,31,63,56,216,0.05,1,3,5,5,4.21
3,1050,360,5250,7.95,31,63,56,216,0.076,1,2,3,2,4
2,3900,1470,4250,6,36,67,41,154,0,2,1,1,1,4.26
2,55,5,4750,6.28,39,71,34,129,0.087,1,3,5,5,2.65
0,3888,762,2750,5.17,50,80,22,69,0.07,1,2,3,2,4.24
3,575,150,3750,5.55,38,69,38,119,0,1,2,3,3,4.33
3,245,29,4750,6.28,39,71,34,129,0.11,1,3,5,4,4.06
3,67500,2508,2250,3.07,52,83,18,43,0.054,3,2,1,1,3.43
2,6000,1367,1750,3.07,52,83,18,43,0,2,2,3,2,4.14
1,155,95,5750,7.71,34,66,40,156,0.11,1,3,4,5,4.33
0,7950,650,4250,6,36,67,41,154,0.06,1,2,3,2,4.24
6,2250,90,4250,6,36,67,41,154,0.054,1,3,3,3,4.15
4,4300,1280,2250,3.07,52,83,18,43,0.047,1,2,3,2,4.32
0,3800,425,4250,6,36,67,41,154,0.132,1,2,3,2,4.11
3,9500,2087,2250,3.07,52,83,18,43,0.038,2,1,1,1,3.5
3,105,17,4750,6.28,39,71,34,129,0,1,3,4,5,4.16
0,10850,2278,4250,6,36,67,41,154,0.12,2,1,1,1,4.28
3,3400,1118,4750,6.25,32,65,50,230,0.19,2,1,1,1,4.19
3,390,25,4750,6.65,36,67,41,154,0.05,1,3,7,4,3.89
2,1050,414,4250,5.8,41,73,31,100,0.024,1,2,3,2,3.97
2,500,150,5750,10.6,30,62,63,189,0,1,2,3,3,3.78
0,3520,1500,5250,7.95,31,63,56,216,0.27,2,1,1,1,3.87
1,145,95,5750,7.71,34,66,40,156,0.09,1,3,4,5,4.32
2,1950,250,3750,5.36,44,76,29,77,0.06,2,2,3,1,4.14
6,550,70,4250,6,36,67,41,154,0.037,1,2,3,3,4.18
0,14350,1235,2250,3.07,52,83,18,43,0.07,1,3,3,2,4.17
5,4300,1280,3250,7.58,41,70,36,108,0.103,1,2,3,2,4.2
4,600,87,6250,14.05,31,59,67,165,0.01,1,2,3,3,4.17
6,12000,705,2250,3.07,52,83,18,43,0.064,1,3,3,2,3.59
0,5000,750,6750,19.25,30,56,65,158,0.069,2,2,3,2,4.12
9,215,47,5750,7.71,34,66,40,156,0.032,1,3,4,5,3.33
8,240,72,5750,7.71,34,66,40,156,0.03,1,3,4,4,3.3
7,12000,3250,4250,6,36,67,41,154,0.118,2,1,1,1,4.26
1,650,138,5750,10.6,30,62,63,189,0.073,1,2,3,3,3.85
0,9750,3207,2250,3.07,52,83,18,43,0,2,1,1,1,4.37
2,8250,2714,2250,3.07,52,83,18,43,0.03,2,1,1,1,4.35
3,3850,425,3750,5.55,38,69,38,119,0.03,1,2,3,2,4.07
2,750,53,3750,5.55,38,69,38,119,0.028,1,2,3,3,3.91
3,2850,425,5250,10.35,32,63,50,183,0.118,1,2,3,2,3.66
6,3600,1790,4250,6,36,67,41,154,0.056,2,1,1,1,4.24
5,50500,2000,2750,5.17,50,80,22,69,0.01,2,2,2,1,4.26
3,5500,373,5250,10.35,32,63,50,183,0.098,2,2,3,2,4.1
4,16500,150,1750,3.07,52,83,18,43,0.086,3,3,4,2,3.91
4,2525,470,4250,6,36,67,41,154,0.01,1,3,4,3,4.28
7,130,15,4250,6,36,67,41,154,0.034,1,3,5,5,3.02
1,10500,2500,2250,3.07,52,83,18,43,0.02,2,1,1,1,4.12
5,150,12,4250,6,36,67,41,154,0,1,3,5,5,3.51
0,550,200,3750,5.36,44,76,29,77,0,1,2,3,3,4.51
0,21300,3470,2750,6.37,48,78,25,87,0.09,2,1,1,1,4.41
0,175,20,4750,6.28,39,71,34,129,0,1,3,4,5,3.81
9,600,45,6750,18.25,32,57,73,145,0.029,1,2,3,3,3.88
7,430,88,6750,18.25,32,57,73,145,0.038,1,2,3,3,3.81
0,23010,800,2250,5.17,50,80,22,69,0.11,3,3,4,2,3.59
3,1050,360,5750,10.6,30,62,63,189,0.069,1,2,3,2,4.11
3,500,208,4250,5.8,41,73,31,100,0.038,1,2,3,3,4.03
8,1050,236,3750,5.36,44,76,29,77,0.029,1,2,3,2,3.96
0,4650,1280,2750,5.17,50,80,22,69,0,1,2,3,2,3.8
2,2550,1142,5750,10.6,30,62,63,189,0.046,2,1,1,1,3.53
0,6750,1140,4750,6.65,36,67,41,154,0.09,2,3,4,3,4.15
5,205,75,5250,7.95,31,63,56,216,0,1,3,5,4,3.82
5,600,41,4250,5.8,41,73,31,100,0.027,1,2,3,3,3.67
3,650,138,5750,10.6,30,62,63,189,0.031,1,2,3,3,4.2
1,9500,2500,2250,3.07,52,83,18,43,0,2,1,1,1,4.42
0,3900,1283,3750,5.55,38,69,38,119,0,2,1,1,1,4.35
0,110,15,3750,5.55,38,69,38,119,0.01,1,3,5,3,4.26
2,25,2,4250,5.8,41,73,31,100,0.104,1,3,5,5,2.62
2,11700,2100,4250,6,36,67,41,154,0.04,2,1,1,1,4.31
4,2550,1142,6750,18.25,32,57,73,145,0.019,2,1,1,1,3.86
6,265,53,5750,10.6,30,62,63,189,0.038,1,2,3,3,3.73
1,15250,2989,4750,6.65,36,67,41,154,0.15,2,2,3,2,4.19
9,330,14,4750,6.25,32,65,50,230,0.019,1,3,6,5,3.49
0,1100,450,4250,5.8,41,73,31,100,0.045,1,2,3,2,4.39
7,3900,1670,4250,6,36,67,41,154,0.025,2,1,1,1,3.59
6,3700,1750,3750,5.55,38,69,38,119,0.146,2,1,1,1,3.92
4,13500,3130,4250,6,36,67,41,154,0.043,2,1,1,1,3.8
4,3550,1470,5250,7.95,31,63,56,216,0.086,2,1,1,1,4.18
1,1125,220,3750,5.36,44,76,29,77,0,1,2,3,2,4.42
0,8445,2125,1750,3.97,52,83,18,43,0.15,2,1,1,1,4.06
3,1600,128,4250,6,36,67,41,154,0,1,3,5,3,4.3
2,2700,213,4250,6,36,67,41,154,0.07,1,3,4,3,4.17
0,370,50,5750,10.6,30,62,63,189,0.07,1,2,3,3,4.47
4,21000,200,4750,6.65,36,67,41,154,0.096,2,3,3,2,3.98
4,230,35,4750,6.25,32,65,50,230,0.023,1,3,4,4,3.65
4,125,10,4750,6.28,39,71,34,129,0.093,1,3,5,5,2.87
4,7500,663,4750,6.65,36,67,41,154,0.174,2,2,2,1,4.06
5,330,65,6750,18.25,32,57,73,145,0.045,1,2,3,3,3.99
2,12500,705,4750,6.65,36,67,41,154,0.089,2,2,2,1,3.91
0,650,133,5750,10.6,30,62,63,189,0.037,1,2,3,3,4.04
3,11900,3915,4250,6,36,67,41,154,0.08,2,1,1,1,4.17
1,1300,262,3750,5.55,38,69,38,119,0,1,2,3,2,4.3
5,800,54,2750,5.17,50,80,22,69,0.097,2,2,3,4,3.58
0,80,9,2250,3.07,52,83,18,43,0.09,1,3,5,5,3.5
2,140,11,5250,7.95,31,63,56,216,0,1,3,5,5,4.1
4,4200,1600,4250,6,36,67,41,154,0.05,2,1,1,1,4.31
9,205,9,5250,7.95,31,63,56,216,0,1,3,6,4,3.65
1,3900,2005,3750,5.55,38,69,38,119,0,2,1,1,1,4.4
2,10700,387,1750,3.07,52,83,18,43,0.04,2,3,3,2,3.92
4,32750,1094,1750,3.07,52,83,18,43,0.02,3,3,4,2,3.45
2,9000,2087,2250,3.07,52,83,18,43,0.049,2,1,1,1,3.94
0,145,40,5750,7.71,34,66,40,156,0.08,1,3,4,4,4.12
6,2250,90,4250,6,36,67,41,154,0.04,1,3,3,3,4.13
2,700,137,5750,10.6,30,62,63,189,0.09,1,2,3,3,3.87
1,1100,225,5750,10.6,30,62,63,189,0,1,2,3,2,4.49
0,550,200,3750,5.36,44,76,29,77,0,1,2,3,3,4.55
0,265,21,3750,8.78,43,72,32,102,0,1,3,5,5,3.6
4,350,85,6250,14.05,31,59,67,165,0,1,2,3,3,4.33
1,20000,3086,2750,5.17,50,80,22,69,0.03,3,1,1,1,4.23
0,550,175,4250,5.8,41,73,31,100,0.04,1,2,3,3,4.37
1,1100,225,5750,10.6,30,62,63,189,0.01,1,2,3,2,4.37
0,1500,200,4250,6.65,36,67,41,154,0.1,1,3,4,3,4.32
4,100,21,4750,6.28,39,71,34,129,0.106,1,3,5,5,2.35
6,250,45,6250,14.05,31,59,67,165,0.022,1,3,4,4,3.56
0,7950,650,4250,6,36,67,41,154,0.09,1,2,3,2,4.22
2,190,19,5250,6.88,37,68,37,143,0.05,1,3,4,5,3.66
4,600,175,5750,10.6,30,62,63,189,0,1,2,3,3,3.61
1,4075,1750,4250,6,36,67,41,154,0.14,2,1,1,1,4.36
4,1300,430,4750,6.65,36,67,41,154,0,1,2,3,2,4.33
8,2100,200,4250,6,36,67,41,154,0.028,1,3,4,3,3.88
1,1125,220,3750,5.36,44,76,29,77,0.02,1,2,3,2,4.37
2,5500,425,4250,6,36,67,41,154,0.081,2,2,3,2,4.36
2,360,45,4750,6.25,32,65,50,230,0.022,1,3,4,4,4.02
7,265,53,5750,10.6,30,62,63,189,0.033,1,2,3,3,3.73
0,23375,3190,4750,8.25,33,65,45,176,0.1,2,1,1,1,4.13
8,240,72,6250,14.05,31,59,67,165,0.032,1,3,4,4,3.26
4,3675,1600,3750,5.55,38,69,38,119,0.02,2,1,1,1,4.02
1,8000,2320,2250,3.07,52,83,18,43,0.17,2,1,1,1,4.36
6,345,85,5250,6.88,37,68,37,143,0.034,1,3,4,4,2.92
2,340,55,6250,14.05,31,59,67,165,0,1,3,4,4,4.28
0,1100,500,5750,10.6,30,62,63,189,0.02,1,2,3,2,4.42
0,16250,3250,4250,6,36,67,41,154,0,2,1,1,1,4.09
0,2650,1435,6750,18.25,32,57,73,145,0,2,1,1,1,4.14
2,1800,487,4250,5.8,41,73,31,100,0,1,2,3,2,4.4
1,4075,1750,4250,6,36,67,41,154,0.1,2,1,1,1,4.39
5,4350,998,2250,3.07,52,83,18,43,0.033,2,2,3,2,4
4,15250,260,1750,3.07,52,83,18,43,0.07,3,3,4,2,3.74
4,2150,466,1750,3.07,52,83,18,43,0.109,2,3,4,2,4.08
1,500,180,3750,5.36,44,76,29,77,0.036,1,2,3,3,4.24
9,700,47,3750,5.55,38,69,38,119,0.051,1,2,3,3,3.63
4,500,83,7250,23.15,33,54,77,128,0,1,2,3,3,4.07
0,4125,1600,4250,6,36,67,41,154,0.01,2,1,1,1,4.23
0,8700,400,2750,6.37,48,78,25,87,0.08,1,3,5,2,4.41
0,9050,2500,2250,3.07,52,83,18,43,0.1,2,1,1,1,4.37
1,5500,1435,4750,6.25,32,65,50,230,0.04,2,1,1,1,3.92
0,1675,460,4250,5.8,41,73,31,100,0.05,1,2,3,2,4.36
0,70,20,5250,6.88,37,68,37,143,0.28,1,3,5,5,3.32
4,85,10,5250,7.95,31,63,56,216,0.02,1,3,5,5,4.26
0,3625,1460,5750,10.6,30,62,63,189,0.07,2,1,1,1,4.32
3,9800,509,1750,3.07,52,83,18,43,0.16,2,3,3,2,3.12
1,215,21,6250,8.75,32,63,42,166,0.03,1,3,4,4,3.55
1,1800,487,4250,5.8,41,73,31,100,0,1,2,3,2,4.38
0,3750,1800,4250,6,36,67,41,154,0,2,1,1,1,4.29
1,185,30,7750,12.82,25,56,51,190,0.12,1,3,5,4,3.61
1,70,20,5250,6.88,37,68,37,143,0.35,1,3,5,5,3.19
6,1150,555,4250,5.8,41,73,31,100,0,1,2,3,2,4.14
4,410,85,6750,18.25,32,57,73,145,0,1,2,3,3,4.17
0,5500,369,4250,6,36,67,41,154,0.052,1,2,3,2,4.15
0,150,95,5750,7.71,34,66,40,156,0.13,1,3,4,4,4.49
6,3150,1413,5250,7.95,31,63,56,216,0.042,2,1,1,1,3.43
0,23000,5000,2750,5.17,50,80,22,69,0.06,2,1,1,1,3.38
3,1050,360,5750,10.6,30,62,63,189,0.101,1,2,3,2,4.21
0,285,30,6250,8.75,32,63,42,166,0.05,1,3,4,4,3.87
2,8250,2714,2250,3.07,52,83,18,43,0.08,2,1,1,1,4.41
2,15250,2989,4750,6.65,36,67,41,154,0.11,2,2,3,2,3.8
4,23500,1577,2250,3.07,52,83,18,43,0.041,3,2,3,2,3.94
0,3600,1550,4250,6.65,36,67,41,154,0.07,2,1,1,1,4.31
5,21750,1475,2250,3.07,52,83,18,43,0.057,3,2,3,2,3.34
6,1150,285,3750,5.36,44,76,29,77,0.048,1,2,3,2,4.08
0,900,125,3750,5.55,38,69,38,119,0,1,2,3,3,3.74
2,8250,2714,2250,3.07,52,83,18,43,0.1,2,1,1,1,4.41
3,105,17,4750,6.28,39,71,34,129,0.07,1,3,4,5,4.22
2,190,19,5250,6.88,37,68,37,143,0.039,1,3,4,5,3.79
0,675,20,4750,6.65,36,67,41,154,0,1,3,5,4,4.17
1,110,30,4750,6.28,39,71,34,129,0.05,1,3,4,5,4.31
0,55,1,5750,10.6,30,62,63,189,0,1,3,6,5,3
5,150,12,4250,6,36,67,41,154,0,1,3,5,5,3.48
5,3200,1413,5250,7.95,31,63,56,216,0.039,2,1,1,1,3.96
5,150,15,5750,7.71,34,66,40,156,0,1,3,4,5,3.92
0,3295,1620,4250,6.65,36,67,41,154,0.02,2,1,1,1,4.35
4,45,2,5750,10.6,30,62,63,189,0.082,1,3,6,5,2.49
4,1100,367,5750,10.6,30,62,63,189,0.095,1,2,3,2,3.95
7,285,49,6750,18.25,32,57,73,145,0.03,1,2,3,3,3.55
0,200,22,3750,5.55,38,69,38,119,0,1,3,4,4,3.08
4,160,29,4750,6.28,39,71,34,129,0.023,1,3,4,5,3.57
4,3600,1279,5750,10.6,30,62,63,189,0.095,2,1,1,1,3.67
2,1075,350,5750,10.6,30,62,63,189,0.02,1,2,3,3,4.35
0,13500,653,4750,6.65,36,67,41,154,0.047,2,2,2,1,4
4,1050,500,5750,10.6,30,62,63,189,0.045,1,2,3,2,4.16
0,1775,255,3750,5.36,44,76,29,77,0.21,2,2,3,1,4.2
4,600,41,4750,6.28,39,71,34,129,0.033,1,2,3,3,3.73
5,4300,1280,2750,5.17,50,80,22,69,0.089,1,2,3,2,4.21
4,135,29,4750,6.28,39,71,34,129,0.032,1,3,4,5,3.27
4,3650,565,4250,6,36,67,41,154,0.062,2,1,1,1,3.96
3,1550,370,4250,5.8,41,73,31,100,0.032,1,2,3,2,4.06
1,9900,3500,2250,3.07,52,83,18,43,0,2,1,1,1,4.21
5,1100,500,5750,10.6,30,62,63,189,0.063,1,2,3,2,4.11
0,1100,210,3750,5.36,44,76,29,77,0.05,1,2,3,2,4.44
2,1100,500,5750,10.6,30,62,63,189,0,1,2,3,2,4.21
5,3700,251,4750,6.65,36,67,41,154,0.105,1,2,3,2,4.12
6,6000,1961,4750,6.65,36,67,41,154,0.127,2,3,4,2,4.03
4,700,157,5750,10.6,30,62,63,189,0.021,1,2,3,3,3.82
3,3700,1700,3750,5.55,38,69,38,119,0.06,2,1,1,1,4.34
1,155,95,5750,7.71,34,66,40,156,0.14,1,3,4,5,4.25
3,1200,375,4250,6,36,67,41,154,0,1,2,3,2,4.29
0,155,10,5750,7.71,34,66,40,156,0.1,1,3,5,4,3.63
3,9500,772,4750,6.65,36,67,41,154,0.066,2,2,2,1,4.07
7,13500,3250,4250,6,36,67,41,154,0.152,2,1,1,1,3.85
4,600,208,3750,5.36,44,76,29,77,0.025,1,2,3,3,4.37
0,3775,1800,3750,5.55,38,69,38,119,0.07,2,1,1,1,4.32
4,6000,67,5750,10.6,30,62,63,189,0.045,1,3,4,3,4.18
7,13000,3250,4250,6,36,67,41,154,0.081,2,1,1,1,4.26
3,400,80,7250,23.15,33,54,77,128,0,1,2,3,3,3.91
0,2622,250,2750,6.37,48,78,25,87,0.12,2,3,4,2,3.92
3,175,21,5750,10.6,30,62,63,189,0,1,3,5,5,4.14
2,190,20,5750,10.6,30,62,63,189,0.024,1,3,5,5,4.28
1,3300,813,750,1.55,56,89,11,0,0.07,2,3,4,3,3.81
2,215,36,5750,7.71,34,66,40,156,0.04,1,3,4,4,3.75
0,3600,1044,5250,7.95,31,63,56,216,0.03,2,1,1,1,4.37
2,12000,1233,2250,3.07,52,83,18,43,0.065,1,3,3,2,3.32
1,2050,195,4250,6,36,67,41,154,0.046,1,2,3,3,4.27
0,24700,695,1750,3.97,52,83,18,43,0.06,3,3,3,2,2.75
1,365,73,6750,18.25,32,57,73,145,0.03,1,2,3,3,4.28
0,30,2,4250,5.8,41,73,31,100,0.03,1,3,5,5,3.32
0,3700,1460,4750,6.25,32,65,50,230,0.12,2,1,1,1,4.19
3,1200,375,4250,5.8,41,73,31,100,0.04,1,2,3,2,4.29
5,205,75,5250,7.95,31,63,56,216,0,1,3,5,4,3.94
3,9500,2087,2250,3.07,52,83,18,43,0.046,2,1,1,1,3.55
4,650,85,6750,18.25,32,57,73,145,0,1,2,3,3,4.26
5,460,45,6750,18.25,32,57,73,145,0.03,1,2,3,3,3.86
9,11750,1188,1750,3.07,52,83,18,43,0.036,3,2,3,2,3.75
0,285,25,5750,7.71,34,66,40,156,0.07,1,3,4,4,3.89
7,3850,1670,3750,5.55,38,69,38,119,0.023,2,1,1,1,3.77
1,155,95,6250,8.75,32,63,42,166,0.13,1,3,4,5,4.43
0,300,30,8750,16.2,20,51,56,205,0.12,1,3,5,4,3.63
0,2622,250,1750,3.97,52,83,18,43,0.1,2,3,4,2,3.54
7,130,15,4250,6,36,67,41,154,0.028,1,3,5,5,3.5
7,2850,425,4750,6.65,36,67,41,154,0.082,1,2,3,2,4
0,315,53,5250,6.88,37,68,37,143,0.04,1,3,4,4,3.99
2,22000,3026,3250,7.58,41,70,36,108,0.038,2,1,1,1,3.05
2,390,40,1750,3.07,52,83,18,43,0.033,1,3,5,4,3.74
2,1175,230,4250,5.8,41,73,31,100,0.03,1,2,3,2,4.11
1,430,86,6750,18.25,32,57,73,145,0.04,1,2,3,3,4.4
3,1250,252,4250,5.8,41,73,31,100,0.03,1,2,3,2,4.19
7,1100,367,5750,10.6,30,62,63,189,0.07,1,2,3,2,3.86
1,4750,1237,3250,7.58,41,70,36,108,0,1,2,3,2,3.41
0,85,10,2250,3.07,52,83,18,43,0.15,1,3,5,4,3.3
3,950,235,4750,6.28,39,71,34,129,0.028,1,2,3,2,4.13
0,26750,893,1750,3.07,52,83,18,43,0.03,3,3,4,2,3.77
5,4800,325,4250,6,36,67,41,154,0.082,2,2,3,2,4.11
1,460,46,4750,6.25,32,65,50,230,0.188,1,3,5,4,3.2
5,235,19,6750,9.95,29,61,45,174,0,1,3,5,5,3.94
4,285,24,3750,8.78,43,72,32,102,0.086,1,3,5,5,3.1
6,13500,1190,1750,3.07,52,83,18,43,0.069,3,3,4,2,3.24
4,215,18,6250,14.05,31,59,67,165,0.03,1,3,5,5,2.94
4,15500,1280,4750,6.65,36,67,41,154,0.16,2,2,3,1,4.05
0,315,61,5750,10.6,30,62,63,189,0.07,1,2,3,3,4.2
0,13750,2300,2250,5.17,50,80,22,69,0.08,2,1,1,1,4.12
1,800,52,3750,5.55,38,69,38,119,0,1,2,3,3,3.9
0,285,25,5750,7.71,34,66,40,156,0.09,1,3,4,4,3.71
0,1025,82,4750,6.25,32,65,50,230,0,1,3,5,3,4.09
0,18180,2500,4750,8.25,33,65,45,176,0.17,2,1,1,1,4.12
7,1100,225,3750,5.36,44,76,29,77,0.026,1,2,3,2,4.08
4,3650,1300,4250,6,36,67,41,154,0.138,2,1,1,1,4.25
3,500,208,4750,6.28,39,71,34,129,0.023,1,2,3,3,4.11
2,1650,473,4250,5.8,41,73,31,100,0.031,1,2,3,2,4.4
1,110,30,4750,6.28,39,71,34,129,0.05,1,3,4,5,4.26
5,110,25,4750,6.28,39,71,34,129,0,1,3,4,5,4.04
0,1500,200,4250,6.65,36,67,41,154,0.07,1,3,4,3,4.36
1,36500,2748,4750,6.65,36,67,41,154,0.08,2,1,1,1,3.2
5,370,75,6750,18.25,32,57,73,145,0.033,1,2,3,3,4.09
0,60,15,6250,14.05,31,59,67,165,0,1,3,5,5,3.11
7,4050,1670,4250,6,36,67,41,154,0.021,2,1,1,1,3.64
4,230,35,4750,6.25,32,65,50,230,0.004,1,3,4,4,3.74
0,9300,2232,2250,3.07,52,83,18,43,0.15,2,1,1,1,4.04
1,8500,2375,2250,3.07,52,83,18,43,0.108,2,1,1,1,3.88
0,110,30,4750,6.28,39,71,34,129,0.1,1,3,4,4,4.25
3,3600,1339,5750,10.6,30,62,63,189,0.097,2,1,1,1,3.52
8,2050,69,2750,5.17,50,80,22,69,0.033,1,3,5,3,3.74
5,1875,125,4750,6.65,36,67,41,154,0,1,3,5,2,3.47
2,500,180,4250,5.8,41,73,31,100,0.046,1,2,3,3,4.42
6,1150,285,3750,5.36,44,76,29,77,0.055,1,2,3,2,4.36
0,825,139,5250,10.35,32,63,50,183,0.04,1,3,4,4,4.29
3,600,395,4250,5.8,41,73,31,100,0.048,1,2,3,3,3.95
0,200,50,5750,10.6,30,62,63,189,0,1,3,5,4,4.1
9,255,21,6250,8.75,32,63,42,166,0.027,1,3,5,5,3.76
0,145,95,6250,8.75,32,63,42,166,0.09,1,3,4,4,4.36
6,1300,45,3250,4.93,46,78,26,53,0.04,1,3,5,3,4.02
0,110,14,3250,7.58,41,70,36,108,0.36,1,3,5,5,3.07
9,115,11,4750,6.28,39,71,34,129,0,1,3,4,5,3.77
2,4000,1075,2750,5.17,50,80,22,69,0.059,1,2,3,2,4.27
1,10920,3935,4250,6.65,36,67,41,154,0.03,2,1,1,1,4.28
7,55,2,3750,5.55,38,69,38,119,0.015,1,3,6,5,4.06
6,1800,400,3750,5.36,44,76,29,77,0.062,2,2,3,1,3.54
9,2050,90,4250,6,36,67,41,154,0.056,1,2,3,3,3.99
1,17825,3350,2750,6.37,48,78,25,87,0.1,2,1,1,1,4.3
2,500,180,3750,5.36,44,76,29,77,0.029,1,2,3,3,4.45
4,410,85,6750,18.25,32,57,73,145,0,1,2,3,3,4.19
2,1425,146,4750,6.65,36,67,41,154,0.05,1,3,4,3,4.24
5,150,15,6250,8.75,32,63,42,166,0,1,3,4,5,3.96
2,75,3,5250,6.88,37,68,37,143,0.11,1,3,6,5,2.63
0,3655,1450,4250,6.65,36,67,41,154,0.09,2,1,1,1,4.47
4,3700,1279,5250,7.95,31,63,56,216,0.052,2,1,1,1,3.54
7,4200,427,6750,19.25,30,56,65,158,0.162,1,3,4,3,3.11
9,1650,112,3750,5.36,44,76,29,77,0.02,2,2,3,1,3.38
1,100,5,4750,6.28,39,71,34,129,0.083,1,3,5,5,2.73
6,2600,1142,6250,14.05,31,59,67,165,0.079,2,1,1,1,3.48
2,3100,758,1750,3.07,52,83,18,43,0.088,2,3,4,2,4.27
2,3900,1283,3750,5.55,38,69,38,119,0.12,2,1,1,1,4.33
3,2100,163,4250,6,36,67,41,154,0.039,1,2,3,3,4.23
5,600,395,3750,5.36,44,76,29,77,0.031,1,2,3,3,4.27
5,150,15,6250,8.75,32,63,42,166,0,1,3,4,5,3.68
2,3650,1300,4250,6,36,67,41,154,0.154,2,1,1,1,4.28
2,3150,1291,4750,6.25,32,65,50,230,0.12,2,1,1,1,4.35
3,1200,375,4250,6,36,67,41,154,0,1,2,3,2,4.28
7,185,10,5750,10.6,30,62,63,189,0.057,1,3,5,4,3.89
0,3450,1483,5250,7.95,31,63,56,216,0.02,2,1,1,1,4.39
